Штрихкод;Номенклатура;;Габарит;Ед изм;Склад;Документ поступления;Номер;Дата;Количество;Стоимость;Поставщик
2000000014302;00370326884 Круг В1 - НД - 150 ГОСТ 2590-2006/20 - 3ГП - ГОСТ 1050-2013;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 0000-001903 от 25.05.2018 13:01:51;0000-001903;25.05.2018 13:01;756;30754.08;ПО НИКОЛЬСКОЕ ООО
2000000009094;00460203886 Круг 150 - В1 ГОСТ 2590-2006/20Х13 - б - Т ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 0000-000598 от 27.02.2018 11:51:48;0000-000598;27.02.2018 11:51;1 022.00;97869.50;СЕВЗАПСЕРВИС ООО
2000000010342;00460203886 Круг 150 - В1 ГОСТ 2590-2006/20Х13 - б - Т ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 0000-001544 от 28.04.2018 8:29:14;0000-001544;28.04.2018 8:29;863;125894.44;СЕВЗАПСЕРВИС ООО
2000000014371;00480201124 Круг 18 - В1 ГОСТ 2590-2006/14Х17Н2 - б - Т ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 0000-000954 от 21.03.2018 15:58:34;0000-000954;21.03.2018 15:58;12;2445.96;СЕВЗАПСЕРВИС ООО
2000000014388;00480201124 Круг 18 - В1 ГОСТ 2590-2006/14Х17Н2 - б - Т ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 0000-001685 от 14.05.2018 13:06:05;0000-001685;14.05.2018 13:06;60;13331.40;СЕВЗАПСЕРВИС ООО
2000000013053;00480201564 Круг 60 - В1 ГОСТ 2590-2006/14Х17Н2 - б - Т ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 0000-000954 от 21.03.2018 15:58:34;0000-000954;21.03.2018 15:58;130;25028.90;СЕВЗАПСЕРВИС ООО
2000000013008;00480201774 Круг 110 - В1 ГОСТ 2590-2006/14Х17Н2 - б - Т ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 0000-000954 от 21.03.2018 15:58:34;0000-000954;21.03.2018 15:58;305;58721.65;СЕВЗАПСЕРВИС ООО
2000000014296;00480217042 Круг 10 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 0000-001262 от 09.04.2018 16:09:47;0000-001262;09.04.2018 16:09;4;845.05;СЕВЗАПСЕРВИС ООО
2000000009025;00490249142 Круг В 20/ХН80Т1БЮ (ЭИ-607А) ТУ 14-1-1358-74;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 00000000026 от 20.03.2017 12:02:52;26;20.03.2017 12:02;157.46;707782.70;Электросталь АО Металлургический завод
2000000010281;00490249142 Круг В 20/ХН80Т1БЮ (ЭИ-607А) ТУ 14-1-1358-74;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 00000000027 от 20.03.2017 0:00:00;27;20.03.2017 0:00;38.66;173776.72;Электросталь АО Металлургический завод
2000000009032;00490249282 Круг В 30/ХН80Т1БЮ (ЭИ-607А) ТУ 14-1-1358-74;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 00000000026 от 20.03.2017 12:02:52;26;20.03.2017 12:02;227.2;1018358.08;Электросталь АО Металлургический завод
2000000009049;00490249310 Круг В 32/ХН80Т1БЮ(ЭИ-607А) ТУ14-1-1358-74;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 00000000026 от 20.03.2017 12:02:52;26;20.03.2017 12:02;300;1340943.00;Электросталь АО Металлургический завод
2000000010298;00490249310 Круг В 32/ХН80Т1БЮ(ЭИ-607А) ТУ14-1-1358-74;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 00000000036 от 24.03.2017 15:23:15;36;24.03.2017 15:23;108;490150.44;Электросталь АО Металлургический завод
2000000014289;00490249310 Круг В 32/ХН80Т1БЮ(ЭИ-607А) ТУ14-1-1358-74;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 00000000027 от 20.03.2017 0:00:00;27;20.03.2017 0:00;123.2;550680.89;Электросталь АО Металлургический завод
2000000010328;00698110383 Лист О - ПН - 25 x 1500 x 6000 ГОСТ 19903-2015/08Х18Н10Т - М3б ГОСТ 7350-77;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 236 от 19.12.2017 0:00:00;236;19.12.2017 0:00;1 877.50;364362.29;АТЭМ ООО
2000000014265;00731201515 Лист БТ - ПН - О - 2 х 1000 х 2000 ГОСТ 19904-90/12Х18Н10Т - М3а ГОСТ 5582-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 00000000042 от 23.05.2016 13:16:16;42;23.05.2016 13:16;378;105840.00;"Торговый дом Металлургический завод ""Красный Октябрь"
2000000014272;00731201515 Лист БТ - ПН - О - 2 х 1000 х 2000 ГОСТ 19904-90/12Х18Н10Т - М3а ГОСТ 5582-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 00000000181 от 15.09.2017 15:45:44;181;15.09.2017 15:45;237;52220.34;АТЭМ ООО
2000000009056;00494833548 Круг В-58/ХН60ВТ (ЭИ868)  ГОСТ 22411-77;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 00000000072 от 22.08.2016 16:29:34;72;22.08.2016 16:29;97.72;253505.88;Электросталь АО Металлургический завод
2000000009063;00494833548 Круг В-58/ХН60ВТ (ЭИ868)  ГОСТ 22411-77;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 00000000027 от 20.03.2017 0:00:00;27;20.03.2017 0:00;32.12;84218.64;Электросталь АО Металлургический завод
2000000010311;00494833548 Круг В-58/ХН60ВТ (ЭИ868)  ГОСТ 22411-77;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 00000000110 от 20.09.2016 15:06:21;110;20.09.2016 15:06;122.15;316882.35;Электросталь АО Металлургический завод
2000000008127;900932 ГЭМ ч. 577-03,029-1;;;шт;Склад  9 Гидрооборуд.;Поступление товаров и услуг 00000000107 от 27.04.2016 16:33:51;107;27.04.2016 16:33;4;992309.45;Машиностроительный завод им.С.М.Кирова
2000000005102;900942 Исп. распред. 577-45,2534;;;шт;Склад  9 Гидрооборуд.;Поступление товаров и услуг 00000000107 от 27.04.2016 16:33:51;107;27.04.2016 16:33;4;390416.83;Машиностроительный завод им.С.М.Кирова
2000000008134;900943 Золотник 238-32,882-04;;;шт;Склад  9 Гидрооборуд.;Поступление товаров и услуг 00000000107 от 27.04.2016 16:33:51;107;27.04.2016 16:33;2;967908.40;Машиностроительный завод им.С.М.Кирова
2000000005096;00000901198 Шланг МШНП-Н-40-40-430 (шланг МШ21-40-40-430), (ИЯНШ.302437.010-07 (490-385.002-07))ТУ5.490-19901-86;;;шт;Склад  9 Гидрооборуд.;Поступление товаров и услуг 0000-001199 от 30.03.2018 23:59:59;0000-001199;30.03.2018 23:59;8;118792.00;Судмаш НПО ООО
2000000006185;00000901198 Шланг МШНП-Н-40-40-430 (шланг МШ21-40-40-430), (ИЯНШ.302437.010-07 (490-385.002-07))ТУ5.490-19901-86;;;шт;Склад  9 Гидрооборуд.;Поступление товаров и услуг 00000000101 от 30.06.2017 23:59:59;101;30.06.2017 23:59;2;29698.00;Судмаш НПО ООО
2000000008103;00000901198 Шланг МШНП-Н-40-40-430 (шланг МШ21-40-40-430), (ИЯНШ.302437.010-07 (490-385.002-07))ТУ5.490-19901-86;;;шт;Склад  9 Гидрооборуд.;Поступление товаров и услуг 00000000123 от 19.05.2016 13:49:31;123;19.05.2016 13:49;10;138700.00;Судмаш НПО ООО
2000000008110;00000901198 Шланг МШНП-Н-40-40-430 (шланг МШ21-40-40-430), (ИЯНШ.302437.010-07 (490-385.002-07))ТУ5.490-19901-86;;;шт;Склад  9 Гидрооборуд.;Поступление товаров и услуг 0000-001198 от 30.03.2018 0:00:00;0000-001198;30.03.2018 0:00;20;296980.00;Судмаш НПО ООО
2000000005133;904417 Мегаомметр Ф4102/1-1м;;;шт;Склад  9 Гидрооборуд.;Поступление товаров и услуг 00000000202 от 05.10.2016 15:01:17;202;05.10.2016 15:01;1;3813.56;Приборы ООО НПФ
2000000006246;904471 Манометр МП-100Кр-4,0МРа-2,5;;;шт;Склад  9 Гидрооборуд.;Поступление товаров и услуг 0000-001201 от 09.04.2018 14:19:42;0000-001201;09.04.2018 14:19;3;32552.64;Манотомь ОАО
2000000007199;904471 Манометр МП-100Кр-4,0МРа-2,5;;;шт;Склад  9 Гидрооборуд.;Поступление товаров и услуг 00000000202 от 13.12.2017 10:21:03;202;13.12.2017 10:21;3;32811.27;Манотомь ОАО
2000000010304;00623502212 Лист 16 х 2000 х 6500 - АК33-СВ- ТУ 5.961-11777-2001;;;кг;Склад цех 14;Поступление товаров и услуг 00000000050 от 14.07.2016 16:52:44;50;14.07.2016 16:52;790.66;102924.96;Северсталь ПАО
2000000012995;00623501524 Лист 30х1600х6000 ст.АК32-9СВ;;;кг;Склад цех 14;Поступление товаров и услуг 00000000050 от 14.07.2016 16:52:44;50;14.07.2016 16:52;690.335;91899.47;Северсталь ПАО
2000000007229;20470140026 Манометр МП-100Кр-1.0МПа-2,5 ТУ4212-05500225590;;;шт;Склад  9 Гидрооборуд.;Поступление товаров и услуг 0000-001872 от 24.05.2018 13:25:28;0000-001872;24.05.2018 13:25;4;43514.36;Манотомь ОАО
2000000008196;20470140026 Манометр МП-100Кр-1.0МПа-2,5 ТУ4212-05500225590;;;шт;Склад  9 Гидрооборуд.;Поступление товаров и услуг 00000000050 от 25.04.2017 15:48:31;50;25.04.2017 15:48;2;23113.16;Манотомь ОАО
2000000008202;20470140026 Манометр МП-100Кр-1.0МПа-2,5 ТУ4212-05500225590;;;шт;Склад  9 Гидрооборуд.;Поступление товаров и услуг 0000-000582 от 26.02.2018 16:16:51;0000-000582;26.02.2018 16:16;1;11054.09;Манотомь ОАО
2000000013022;00524158259 Лист Б - ПУ - О - 12 х 1500 х 6000 ГОСТ 19903-2015/E40S ГОСТ 5521-93;;;кг;Склад цех 14;Поступление товаров и услуг 0000-000622 от 28.02.2018 10:20:28;0000-000622;28.02.2018 10:20;868.7;50472.94;Нева-МеталлТрэйд ООО
2000000005201;20470140033 Манометр МП-100Кр-2.5МПа-2,5 ТУ 4212-055-00225590-2007;;;шт;Склад  9 Гидрооборуд.;Поступление товаров и услуг 00000000179 от 31.10.2017 23:59:59;179;31.10.2017 23:59;18;194059.62;Манотомь ОАО
2000000004969;20490080001 Контейнер мусорный на колесах (120л);;;шт;Склад 46 Тара со скл.8,9;Поступление товаров и услуг 00000000529 от 27.11.2017 8:10:56;529;27.11.2017 8:10;2;4576.00;Виконт ООО Торговый Дом
2000000004983;20490080001 Контейнер мусорный на колесах (120л);;;шт;Склад 46 Тара со скл.8,9;Поступление товаров и услуг 00000000001 от 10.01.2017 8:28:26;1;10.01.2017 8:28;7;11840.68;Энергоресурс ООО
2000000005232;20470100026 Клапан запорный угловой,штуцерный,бронза,DN6,PN160, 521-03.476-01,ОСТ 5Р.5232-75,ПЗ);;;шт;Склад  9 Гидрооборуд.;Поступление товаров и услуг 0000-001200 от 30.03.2018 23:59:59;0000-001200;30.03.2018 23:59;2;19389.00;ЗАВОД БУРЕВЕСТНИК ОАО
2000000008257;20470100031 Клапан запорный угловой, штуцерный, бессальниковый, бронза, DN 20, PN 160, 521-03.479-01, ПЗ);;;шт;Склад  9 Гидрооборуд.;Поступление товаров и услуг 0000-002556 от 11.07.2018 9:10:38;0000-002556;11.07.2018 9:10;4;54461.00;ЗАВОД БУРЕВЕСТНИК ОАО
2000000010335;00698110483 Лист О - ПН - 28 x 1500 x 4500 ГОСТ 19903-2015/08Х18Н10Т - М3б - ГОСТ 7350-77;;;кг;Склад цех 14;Поступление товаров и услуг 00000000186 от 10.11.2016 23:59:59;186;10.11.2016 23:59;442;103008.10;Балтийская Стальная Корпорация ООО
2000000008233;20470340010 Фильтр щелевой на давление до 6,3 МПа (63 кгс/см2) 63-125-1К УХЛ4 (0,12Г41-14) ГОСТ 21329;;;шт;Склад  9 Гидрооборуд.;Поступление товаров и услуг 00000000062 от 24.08.2017 11:29:29;62;24.08.2017 11:29;16;156800.00;Владтехноцентр ООО
